date,type,tweet
2021-06-05 15:29:49,,"@allforthanookie @philbc3 The attack line that labour should have used over corporation tax: ""Of course we support it, does this represent the Tories breaking from 40 years of their own economic policy?"" practically rights itself, so of course, no one at the top of labour even thought of it."
2021-06-05 16:46:36,,"@Kezgascoyne @Tim_McNulty @Shelley_Langan Always a danger extrapolating from limited personal experience. Recruitment of teachers to the IoM has been very difficult for over 10 years - house prices, pensions, limited promotion."
2021-06-05 16:48:13,,"Pmc:
Its unjust to make money through this way.
A lot of students have even their family income about 10k. 
#pmcfeekmkru"
2021-06-05 16:48:19,,@CaptainGanymede One of the best things about having disposable income is investing in the art created by friends
2021-06-05 17:09:22,3,@JAfridi10 We are deciding to buy a car and waiting that will mg3 be launched or you @JAfridi10 are playing with our hopes. Reply Javed afridi
2021-06-05 20:05:19,,Rising prices have long been a source of angst for Chinese policy makers.
2021-06-05 20:12:39,,"@mkt_quick_money And the promotions have more logic than PDDs ones, the thing is: BABA is going to CGB to add new cohorts that will eventually have a higher disposable income, once they aging the customer all the rest is sort out. PDD only has the adherence at low prices part+"
2021-06-05 20:22:15,3,the main reason i’m excited to eventually buy a house in the suburbs is so I have space to foster all kinds of cats and dogs
2021-06-05 20:28:53,3,@jaboch @MatDavis18 @LJ_4869 That's really great Jeff... you know how many people get taken for a ride with points and interest rates if the person there are dealing with aren't honest.
2021-06-05 21:08:02,,"Don’t talk money talk if you’re credit score isn’t perfect, don’t own a home, living paycheck to paycheck, cant afford to lose money, &amp; in a low class tax bracket. Stop throwing stones when you live in a glass house!"
2021-06-05 21:30:00,1,Louisiana is giving a cost-of-living boost to certain retired state workers and teachers whose current pension benefits give them earnings below the poverty line. https://t.co/dFsnptRSOT
2021-06-05 21:38:26,2,"@therealrockguy @DrBradJohnson Just checked &amp; I don't think that's correct, might also want to take cost of living into account. https://t.co/94riRTlTkM"
2021-06-05 22:02:35,,@DeeRodge1 @FloydMayweather @LoganPaul @HardRockStadium Disposable income
2021-06-05 22:29:59,3,"@thecableng @Twitter I am sure Twitter won't shake that much!  Who cares in Nigeria because you look at the economy and the standard of living and you can't place it, where are these earnings going?

Bullshit !"
2021-06-05 22:35:20,3,@emiranda_writes I wanna go buy a house in Salt Lake all of a sudden.
2021-06-05 22:54:54,,"Thinking about how the buy and HODL apes echoes Zizekian positions of effective actions to anticapitalism. 

Being able to stake a claim in the system and then *do nothing* is literally shaking the stock market and threatening its foundations. 

""I would prefer not to"", indeed.."
2021-06-05 23:02:15,2,Even college grads are struggling nowadays. A lot of us live with our parents because we are sick and there is no chance of us ever being able to buy a house for ourselves.
2021-06-05 23:22:08,2,"@PSan2424 @SpaceRyunosuke @foibango @IlhanMN ...place like Florida.

We're hoping cost of living will go down as more people shift to teleworking and continue working from home, but we'll see."
2021-06-05 23:31:10,3,"@Hepworthclare The Southern Irish ruling class are strongly opposed. Claiming to support the EU, they still demand not to be governed by the EU in taxation  matters. Literally an outpost of big US IT and Pharma corporations, they promote global tax evasion as their principal economic policy."
2021-06-05 23:32:01,,@GuanabanaPr @DavidBegnaud We are paying for the relocation of a white woman  to Puerto Rico coming to work in a place with the highest unemployment %. So they can take our money but they can hire us. 😡😡😡
2021-06-05 23:47:27,3,@suitedupwook I watched the live stream for 10 minutes and the guy talking bitched about the fed and said inflation will kill us all and that “Bitcoin fixes this” 😂😂
2021-06-05 23:48:44,,"#nakedshares want 2 know wtf is going on with AMC? watch the interview in 12 minutes on ""Trey's Trades"" live as they expose corruption of the stock market.
#amc #treystrades"
2021-06-05 23:49:25,,"Keep dreaming about this. Do you really think the Republicans would approve of such a thing? They want to remove extended benefits from unemployment. And Biden is okay with it. I don't see this happening. 
https://t.co/MalGxDr7iv"
2021-06-05 23:51:14,,"Back in 1999, my team was the 1st to build commercial cluster systems from off-the-shelf servers. &gt;$30B/yr market, now.

We had what is still the biggest by percentage IPO in history, only to see our reward vanish in the 2000 stock market crash.

https://t.co/J5g2I77lkV"
2021-06-05 23:52:57,2,It includes excerpts from textbooks throughout US History that are organized by topic so that you can show kids what people said about events like the Trail of Tears and the Stock Market Crash in different eras
2021-06-30 03:11:17,3,"China business conditions PMIs fell slightly in June with the composite PMI -1.3pts to a still ok 52.9 driven mainly by a fall in services conditions.
Manufacturing price components also fell back in June (output prices -9.2pts to 51.4)
(Goldman Sachs chart) https://t.co/PQR0RlIEIj"
2021-07-02 07:58:12,2,"@unholy_moely @CharbelBF1 @tLebBucket Solar cells need routine maintenance and does have malfunctions. Also, much more expensive considering the current state of the economy."
2021-07-03 12:00:04,,"Now that Biden has finally started to settle into the Oval Office, Americans are growing more concerned about the state of the economy. The ""Poll Hub"" team breaks it down in this week's episode. https://t.co/Yulh03DPkH"
2021-07-04 08:04:32,,"@RRPSpeaks @CMOMaharashtra @AjitPawarSpeaks @OfficeofUT @mpsc Low family income and higher responsibilities leads to depression and in some cases ended with sucide. 
I think core issue is no free education upto 12th standard, no unemployment benefits, Unorganized farming and labors and no pension and healthcare benefits after retirement."
2021-07-04 20:27:52,3,"Tips to Sell a House in a Bad Location
 
- Work with the Right Agent
- Know Your Audience
- Focus on Curb Appeal
- Be Realistic With Your Price
- Upgrade Your Home’s Interior

https://t.co/sEhvs0UJGd https://t.co/eFSQd3Xk5O"
2021-07-04 21:54:23,2,Where would the extra cash come from with the sad state of the Economy?
2021-07-05 15:53:38,,"Biden seems to be a very Sane Person, not the way he is described by some Republicans, Raising taxes and making life more difficult, higher Gasoline prices, are promises of President Biden, Overrun of Immigrants of our country by Democrats design, Eat Shit America"
2021-07-05 18:00:58,3,"Tips to Sell a House in a Bad Location
 
- Work with the Right Agent
- Know Your Audience
- Focus on Curb Appeal
- Be Realistic With Your Price
- Upgrade Your Home’s Interior

https://t.co/S9YRuRSzGV https://t.co/wf7y6m9VVf"
2021-07-06 08:05:30,3,Low Carbon Concrete used in Perth logistics park - has the potential to reduce emissions by up to 42% #business #environment #construction #Australia  https://t.co/YMCyGZXaok https://t.co/fCNOt1wqfa
2021-07-06 08:52:19,2,@edcalle @coccinella2000 if u voted 4 Biden @POTUS r u ok with rising prices &amp; inflation &amp; probably a crash....hope u have remorse https://t.co/rKL61y7Xci
2021-07-06 10:24:38,3,"Interesting data from @DappRadar via @Reuters by @e_howcroft ⬇

""Some #NFT enthusiasts see them as collectibles with intrinsic value because of their cultural significance, while others treat them as an investment, speculating on rising prices.""🧐 

https://t.co/Hm5MazdhXj"
2021-07-06 12:30:00,2,"STICKER SHOCK:  Vehicle sales dropped again in June, the second month in a row of declining vehicle sales, as rising prices and shortages keep would-be buyers away. https://t.co/rEdLNUmM5Z"
2021-07-06 16:25:58,,"@KFrequency @Quillette @ClaireBerlinski @ydeigin It means they no longer are paid ad revenue from their podcast.  It’s YouTube’s way of punishing them.  Bret and his wife loss half their family income, because they refused to be quiet about how they interpreted the data around Ivermectin."
2021-07-06 16:29:15,,"@DallasDietzenba Absolutely. Trump allowed us to remember what “disposable income” was. Now anything that used to be left at the end of the week is gone

It’s truly amazing to me that many of the people that have the least, vote for Democrats based on a promise never fulfilled"
2021-07-06 17:46:29,2,"@BackToRealty @cheddar @AndyWiederhorn U misunderstood me Lol

Free market economics dictate wages based on supply &amp; demand. When fools in govt. meddle with those forces - things get messed up

Everyone should make $ &amp; own a home. The free market has done more towards that cause than any system in history of the world"
2021-07-06 18:01:22,3,"Tips to Sell a House in a Bad Location
 
- Work with the Right Agent
- Know Your Audience
- Focus on Curb Appeal
- Be Realistic With Your Price
- Upgrade Your Home’s Interior

https://t.co/OkS5Drtzfu https://t.co/rAFDNyi68z"
2021-07-06 19:48:08,3,"of 130,000 barrels a day. Should prices go up, the deal permits China to resell the oil.

In Afghanistan, the large copper, metal, and minerals mines whose security American troops still ostensibly ensure are owned by Chinese companies. And because Afghanistan borders"
2021-07-06 20:13:59,,@juliomugisha @BradleyCarlvin1 I will buy a car for my mother 🤣🤣🤣
2021-07-06 21:09:05,,"@farsazadi I would say CURRENTLY it is a bad thing, because the founding for space program is better spend on trying to improve, environment and the standard of living"
2021-07-06 21:16:56,2,"@sybiltherabbit @joelymack How many won't wear a mask, that's the question? I agree that FFP3 masks give better protection but those on low incomes can't afford them. A face covering of any description is better than no face covering at all."
2021-07-06 21:47:31,,"More of this, as well as doing govt departments, Banks Loan sharks/Interest rates
Building cos
Concrete cos etc"
2021-07-06 22:04:51,,"@brandon_j_banks @j2draper @DanPriceSeattle The exact opposite. It's original intention was to be enough for everyone to be just fine on that wage so that nobody was left behind.
We used to have single income households without a degree take care of a family. It wasn't even that long ago. Now two incomes often struggle."
2021-07-06 22:19:48,3,"@CP24 Just do it already!  What are they waiting for?

And while they're at it, they should tax house-flippers.  People who buy a house and sell it a year later without living in it should pay an especially heavy tax."
2021-07-06 22:22:18,,"As soon as those prices creeped back up from 2008, everyone bought out here. I miss the PNW but I couldn’t do the cost of living there.."
2021-07-06 22:29:41,3,"@ewarren Legislature, Judiciary and Executive incomes need to be directly proportional to our middle class. 

Tie their paychecks to the average individuals income from the lower 10% through upper 90%.

Our representatives only deserve more compensation when they represent us honestly."
2021-07-06 22:40:51,,"astrology gf, stock market bf https://t.co/MqyUWlw5B4"
2021-07-06 22:56:33,3,@ElValleFilms @RaptureBF @EricWTCS @DanPriceSeattle You live in Texas- buy a house for nothing.
2021-07-06 23:25:05,3,"@NotBeater My mom wanted to leave my current house because. Racisms in the area, she doesn't want to buy a house anymore  (she'd would rather rent), also she wants to live closer to Philadelphia.

And I'm going to my dad's because he has ""plans"" for me in the future like free college …etc"
2021-07-06 23:26:24,,"@MidgetTamer @TheOnlyDK Fuuuuuuck! No wonder I don't know what it is. The government has fucked me all the way over during this pandemic. No stimmys, no PEBT, only 6 months of unemployment. These assholes made me use up nearly all of my assets during COVID."
2021-07-06 23:35:58,,NYC hotel industry mired in economic depression: report https://t.co/mlXCIamZYT https://t.co/o0KZ83yFxh
2021-07-06 23:43:12,,Earlier this year the idea of raising the federal minimum wage was proposed and debates about it arose all around the country. Here I explain what might possibly happen to the economy as a results of this plan 💰💰. https://t.co/Ucbnoenmd1  #MInimumWage #inflation #PointofView https://t.co/YMAIiclnGC
2021-07-06 23:45:11,,@VMcKeeverCNBC Lol we just put people  on unemployment here for months almost a year no need to shorten a work week when the slobs don’t want to work here
2021-07-06 23:54:05,2,"@BSBreastCancer Overwhelming and scary? That's the honest answer! I can't believe I've been out of work for 3 years. Before that, I've been working since I was 15! And babysitting since I was 10."
2021-07-26 11:02:23,3,"@clutchplay @thefield_in What's our excuse? Same old lame ""india doesn't have infrastructure""? No one can tell me Kosovo has a better sporting culture or better infrastructure than india ,they are in fact much worse financially than us, much worse with facilities and yet we mollycoddle our athletes"
2021-08-03 00:47:10,,@BamaQueenfish That’s gonna pull us out of economic Depression!
2021-08-03 20:36:22,,@DavidsonMagnus You could be right Magnus. It’s a consultation tho. My suggestion is for the Bond to be means tested so only people with a family income less than say £50-£60K are eligible. We need to make it work!
2021-08-05 05:23:37,,Business conditions take a hit in July after unrest https://t.co/fvlFgupMDT 🔒
2021-08-05 17:46:02,2,"Narrator: “that was always the plan”
Kill demand kill rising prices"
2021-08-05 20:03:33,,"@KatyKatopodis @bronwynnielsen Given the state of the economy isn't the finance minister now ""Minister Without Portfolio""?"
2021-08-06 12:32:55,,@slim_theydy @oslo_sam @juxtapositionT @ErikSteingraber @estrozeneca Not that mortgages are the only cost that goes into a owning a home. The monthly property taxes on some homes alone are pretty much equivalent to the prices in rent. In some cities it is far more economical to rent than own a home.
2021-08-06 17:41:09,,@Biscuitpants2 @Mr_Mugii UGX1.6Ms and that concert sold out in 12 minutes!! The disposable income is healthy out there fr
2021-08-06 17:45:02,,I don't think I'm ever gonna own a home outside of investment property cause my girl wanna move around every 2 years lmao
2021-08-06 18:37:41,,"@DesignChick88 @Neverdiex @PokemonGoApp Also: you buy a car, but it’s still a privilege to own a car. 

You’re 10000% wrong in your understanding of the correlation between payment &amp; privilege. So I’m going to politely side step that hole in your argument."
2021-08-06 20:40:03,,"@hypenomore @miguelalv_25 @tinaaabean_ tattoo parlors, to buy alcohol, to vote, to buy a gun, to open a bank account, for ur  insurance, to buy a car, etc. everything in the u.s requires an id and u suddenly have a problem when it comes to showing proof of vaccination. y’all are picking and choosing and it’s idiotic."
2021-08-06 20:54:35,3,"@It_is_I_Aku @WestonD99 @SDSheriff @SDSOSanMarcos @Up2SD I get it, you’re trying to find your way, reject authority. It’s all part of growing up. Tweet me back when you own a home, a career a wife and kids. Law and order becomes integral. Nothing to do with Fascism."
2021-08-06 21:59:41,,@donniccolo @Romayne00817680 @TheAliceSmith The amount we tend to spend time working isn't the number it is because that number is what's actually necessary in order for the labor to be performed which produces the standard of living we're currently experiencing.
2021-08-06 22:14:25,2,@Mancman10 I'm worried about wage inflation increasing cost of living for low earners
2021-08-06 22:20:40,,So cute of me to think I’d get out of work on time on a Friday that I’m closing out payroll 😅
2021-08-06 22:55:43,,"‼️LAST CHANCE‼️
Get your tickets to the @One_Colorado Pink Party now! Prices go up at the door. Get the@ before midnight: https://t.co/jfQtPT6i7A"
2021-08-06 23:03:04,2,"@9oldendragon @Gala04809084 @stacy_ferrairo @washingtonpost ---&gt;&gt; be less than the cost to rent a cardboard box in a urine soaked alley in New York City.  When the NYC mayor bragged he got people in his city a $15/hr. minimum wage, I thought that he shouldn't consider that bragging rights due to the cost of living in NYC. Low local ---&gt;&gt;"
2021-08-06 23:19:42,3,"@merphie77 @AIIBillionaires @PeakVergil @existentialcoms Except that wasn't his economic policy. You're just straight up wrong, the early USSR's economy was not structured by mandated delegates from a federation of communes. It was run by unaccountable bureaucrats as a state monopoly"
2021-08-06 23:22:56,,"Pandemic last year still has house prices soaring. Couldn't go anywhere so everyone was buying the most comfortable spot. Plus crazy low interest rates. Still a great investment, but Demand so high its the worst time to get a deal on a spot"
2021-08-06 23:25:32,2,@pulte I’ve had it on since day 1 ! And I really need help with rent this month. Me and my wife currently have Covid and are out of work $Jesseu301
2021-08-06 23:28:34,,"@joncoopertweets @JakeSpectre89 good for them, he shouldn't even be allowed to play a contact sport, millions of dollars of other people's incomes &amp; ability to play are on the livelihood when he's freely sharing his germs!"
2021-08-06 23:32:46,,"It will never happen. Just being honest. 

I think interest rates being lowered and Repayment plans can lower and 10K could be taken away. Just being honest"
2021-08-06 23:48:02,,@thehill @TheHillOpinion Yes… otherwise supply chain issue will cause mor inflation. Reduce the supply and demand imbalance and inflation will plummet.
2021-08-06 23:48:47,,"@seanhannity did the job report look great bc states stop paying unemployment in July so no $600 a week,  so people had to go back to work or did Biden got it right??"
2021-08-20 06:59:50,,@richsharpe89 Hi rich That's all well and good but what happens if all the players leave the club and they can't replace them and we end up. Relegated won't that be worse financially for the club
2021-08-27 21:00:32,3,"Our new Customer Experience Summer Survival Virtual Series kicks off on Tuesday, August 31st. Join us &amp; gain valuable insight from a variety of ServiceNow customers about how they adapted to fast-changing business conditions with ease! Save your spot here: https://t.co/8UVt7Kk6oJ https://t.co/OBmNc6rpUY"
2021-09-02 21:06:59,1,"@SpottlessMarxx @ReddIsAri According to Time, ""It is easy to see how such a deadly virus, and the draconian measures required to contain it, might spark an economic depression.""  This is a Red Herring.  COVID-19 has 99.9% recovery rate unless you are sick with 3-4 comorbidities according to CDC."
2021-09-04 14:15:54,2,"@simongerman600 @BarumDean Houses cost three times income within living memory. Why? - because mortgages were regulated, and limited to three times income, so if you wanted to sell a house that's where you had to price it."
2021-09-06 08:36:03,,"I started trading and investing, did that for so many years, I own a home now and a very exotic convertible cars #EV #finance #Binance"
2021-09-06 15:28:28,3,"Consumer Sentiment is the indicator by which one measures how confident &amp; optimistic consumers feel about their current finances &amp; the state of the economy.

Evidently the Indian consumer is neither confident nor optimistic about anything to do with Modi govt. #SuitBootLootSarkar https://t.co/O7FiUQ4rxJ"
2021-09-06 15:34:54,,I hope I buy a car today 🤞🏽
2021-09-06 15:52:00,,@5tu And that last part is for so many people the justification to not pay for the rest. As if you're owed gas when you buy a car.
2021-09-06 16:26:00,,"Gasoline prices now at $7.6 / gallon ($4.85 is taxes), and the government decides to increase petrol taxes.
Might hit $9 / gallon early 2022."
2021-09-06 17:38:27,,"@_velpi understandable and I'm glad you're being responsible ;; the upside of twewy taking so long to get a sequel is that I'm a working adult with disposable income now, haha..."
2021-09-06 19:56:56,,"Using Financing as a Hedge Against Rising Prices, Interest Rates, and Inflation
https://t.co/yGSJP5PJYh https://t.co/51vK7Sx9Ql"
2021-09-06 20:34:50,3,"@LesleyRiddoch @FT UK is 5th largest global economy, is the fastest growth economy of the g7 with highest employment figures, has created 55000 new jobs from foreign inward investment since brexit, wages and house prices rising and new global trade deals but you don't seem to mention any of this?"
2021-09-06 20:43:18,3,"@TamJGuy @samdman95 @venice4change @kiangoh It just makes a few wealthier without fixing any of the issues

Here governments consider “affordable” to be anything below market

They give tax breaks &amp; subsidies to developers who throw in a few below market studio or 1br rentals aimed at ~$80k incomes. Median income is ~$30k"
2021-09-06 21:21:55,,@caslernoel Ron DeathSantis chose not to renew the emergency SNAP food stamp benefits that the Feds were providing and that many on fixed incomes were relying on in this time of skyrocketing food prices.
2021-09-06 21:37:21,2,"@natalie_msb @RobinShipston @HelenaHandcart0 @Envycous @WasOnceLoved I'm 33. Should I live in ""digs"" until I'm 50 despite a good education and respectable long term employment? How is that fair when your generation had houses at 1.25x the annual wage and were able to buy a house at 20?"
2021-09-06 21:52:27,,My cost of living went up at five years old when I told my mother I have to stop going to birthday parties because every time I hear a balloon pop I feel like I'm gonna get murdered in the heart
2021-09-06 22:27:52,,"@TomiLahren I respect anyone who worked if they could have made more to not work, but I don’t blame anyone who took more money to not work. When covid forced me out of work, I literally made more than double what I was making at my job. I don’t feel guilty for taking it. Not even slightly."
2021-09-06 22:37:54,2,"@xivarst @lordvictor Oh i remember that, and no its mostly because socialism is so appealing to a lot of younger people due to inflation and super high cost of living so they think he can fix it.

buuut at the end of the day hes a politician and they cant fix anything even if they want to."
2021-09-06 22:48:16,2,"Like kid rode his bike over to me and started coughing, grunting, flexing and shouting ""HEY BEAUTIFUL"" and shucks- can't you get I am reading the stock market plummeting into a black hole of plague filth on my phone and I need to ensure my passive income is still returning value?"
2021-09-06 23:08:17,,"nominating my dad for ""best dad of the week"" award after he unprompted bought me mozzarella sticks from the local pizza place because he got out of work early"
2021-09-06 23:11:24,,"@WXenomorph Yeah, when they ended the show he was out of work for a while (not a lot of work for disembodied heads) luckily Atlus hired him to be in their game."
2021-09-06 23:22:46,,"Tycoon: The Stock Market Strategy Game - Deluxe Edition⠀
#tycoon #thestockmarketgame #stockmarketgame #strategygame #boardgame #deluxeedition #vidagames #new⠀
https://t.co/NgfjAr5ZEf https://t.co/O6WKQ4WQJw"
2021-09-06 23:35:10,,"https://t.co/UzqTgwQFbV
""The mainstream narrative should therefore be reversed: the stock market did not collapse (in March 2020) because lockdowns had to be imposed; rather, lockdowns had to be imposed because financial markets were collapsing."""
2021-09-06 23:35:50,,@Cult_CyberSkull @Zaxinator She knows gamers spend tons of disposable income on games. She wants a cut by being some simps GameStop.
2021-09-06 23:42:21,,"Nothing says ""I'm a Christian who follows the teachings of Christ as I read the Bible every day,"" quite like bitching about out-of-work poor people being given assistance from the Government in paying their rent during a pandemic on #LaborDay."
2021-10-01 14:51:01,2,"Because bribery is obviously very unfair and bad for us, the elite hire media to tell us that bribery is not bribery, it is rich people freely giving money to politicians whom they think are intelligent, moral people who will govern well, creating good business conditions."
2021-10-02 21:36:40,,The year is 2068 $ETH crashes from $4.2M to $1.8M. 4 countries go into a economic depression and 55 corporations go bankrupt. Early adopters are nowhere to be seen
2021-10-03 16:21:58,,"While at the bank, I’m thinking to myself well I’m doing better financially then all these people with receipts on the floor. But when I’m feeling broke I always click no receipts."
2021-10-04 00:22:01,,@dawgzilla2000 @4chanGreentxts Its almost like we have had the tale tell signs of an impending economic depression for the last 10 years
2021-10-04 14:40:21,,@TTL_TM @thestinkmarket Let the bloated market fall 70% to fair value for this masked economic depression.
2021-10-04 21:16:57,,🇳🇿NEW ZEALAND BUSINESS OUTLOOK: A NET 11% OF FIRMS EXPECT BUSINESS CONDITIONS TO DETERIORATE IN Q3 - NZIER
2021-10-05 10:04:53,1,"I think I can confidently say I'm feeling better than before, and I'm going to do my best to finish owed stuff and be more active here. We are doing much better financially, and it took sometime to recover - but now I genuinely feel like things are going okay!"
2021-10-06 00:46:35,,"Lindsey Piegza, PhD, Stifel Chief Economist joined Bloomberg TV’s ‘Bloomberg Surveillance’ to discuss the state of the economy and inflation. 

Piegza interview begins at 24:20.
@LindseyPiegza 

https://t.co/NVlfdlbYsE"
2021-10-06 04:18:47,2,"@LaneWhitechapel @Dilly_WoW @jpctheman no one here has to sell a house either, insurance is only $285 a month 🤣 still better than living in Europe and spending thousands more on taxes, housing, fuel, and personal/house hold items, oh and we didnt have to wait months and months for our healthcare either 🤣"
2021-10-06 16:30:47,,"@GardensofLun @misslynii @Reanimateddoll @Nefertitty6 @dbcxptures What’s not agreed cannot be assumed. Agreed either verbally or written. Simple.   Decency , curtesy or politeness is nice but in the business environment it doesn’t work like that. That’s how you let yourself down"
2021-10-07 02:52:37,,"The real kicker is when I see disabled people who got their TPD, IP &amp; NDIS who are living life easy, &amp; the Govt use this to say disabled people don't need an increase. NDIS pays for all their medical bills, they own a home outright so rent doesn't take 3/4 of their pension. 🤦‍♀️"
2021-10-07 05:12:03,3,@DocPhuti Sell a house??
2021-10-07 09:47:05,,@mynewfortune @kieren_umad @sansebastian250 @AsxMns @RhysBurns34 @HotCopper @SangerJag @magnisenergytec @FrankPoullas6 @asicmedia 😆😆😆 at his rental property just to confirm… he don’t own a home and clearly has no job posting 24/7
2021-10-07 11:12:00,,"🇨🇦 cooperation works: with sewing machines bought by the Government of 🇨🇦, these young 🇪🇬 mothers raised their family income and ensured that their children would remain in school 📚🎓. #Cooperation #Egypt #AlMinya https://t.co/Uzj80txHGI"
2021-10-07 15:51:43,2,Canadians are being hit with all-time record gasoline prices heading into the Thanksgiving long weekend. https://t.co/d9Yn4mYGv8
2021-10-07 16:19:32,,Canadians face record national average gasoline prices ahead of Thanksgiving weekend https://t.co/7ocMYwzvQC
2021-10-07 18:24:14,,I recently drive through WV on back roads and Joe Manchin's state is in serious need of help. When we crossed into Ohio it was obvious that the standard of living skyrocketed. Joe you need infrastructure more than anybody.
2021-10-07 18:35:13,,"Here's an idea..let's wait until everyone has a decent standard of living in the high-skill, high-wage economy that we are being promised, and then take £20 off everyone. We'll hardly notice it then."
2021-10-07 19:16:48,,@h56348425 @scottmelker You earn enough to have a passive income and savings that keeps you comfortably on your required standard of living until you die.
2021-10-07 20:29:30,1,@Dylan_Macri I need to remember to commission a piece of her from you when I get more disposable income.
2021-10-07 21:19:36,,@aghvesagirk @benjcartlidge You need to have a chat with all the ex-Londoners with small kids pushing up the house prices in Oxford!
2021-10-07 21:43:05,1,"Mortgage interest rates today for Oct. 7, 2021: Rates decline - CNET https://t.co/5JcUFVYKBC"
2021-10-07 23:40:41,,Inflation
2021-10-07 23:42:04,,"@catedempsey @netherstriker Yep. My daughter about to lose her career, my son in law perhaps succumbing to vax to support their family, my son will be out of work or vaxed. In Vic there is NO work they can even move to. Vax or be unemployable. Their children r even be denied pre school education!"
2021-10-07 23:47:12,,"@JessicaLBarnard When citizens feel the pain of those increases in bills and cuts to their incomes &amp; living standards, they should remember the part played by the treacherous Blairites in working to enable the election of Johnson as PM rather than have Corbyn as PM. Treachery is painful for many! https://t.co/NBoZLDWaQm"
2021-10-07 23:56:58,1,Maybe the long term inflation is transitory https://t.co/eVcs7UQfUb
2021-11-02 13:54:11,3,Yahoo pulls out of China over 'challenging' business conditions https://t.co/HLLS1FoEZa #NEWS https://t.co/VS2GwDdctQ
2021-11-05 13:37:05,3,The majority of white voters don't give a shit about the state of the economy. They only care about upholding white supremacy.
2021-11-05 19:25:58,,"i've been working my new job at the hospital for 6 months now 😎... leaving my previous toxic job behind without looking back has made 2021 a good year for me... i'm in a place with friendlier people, and i'm doing better financially as well...

i'm just mentally happy again 🤗 https://t.co/oV1z4tqayn"
2021-11-05 21:01:04,,"Having workers in today's business environment means there's an overwhelming amount of employee paperwork. 

Click here to read how Club Rehab partnered with us to offload their time-consuming HR administrative tasks and grow to over 30 employees. https://t.co/xKdZ5mj8II https://t.co/wy0LGEaqS6"
2021-11-06 15:40:04,3,"@JohnSingh00 VAIOT is a unique, intelligent service delivery channel for businesses that enables them to adapt to modern customers and the business environment by offering new ways to access services. Today's businesses must adapt to new technologies🚀 $VAI"
2021-11-06 15:50:41,3,"Ọmọ you people are spending money o. I don't want to hear anything about the price of gas again, or the state of the economy. 
Una get money for this Lagos"
2021-11-07 04:59:56,,"@thomasabarry1 Stock valuations are worse than fiction, they divert real wealth (the ability to own a home, pay for college, live) out of the economy."
2021-11-07 07:16:46,,"@dublincomments @AnitaWhyteMoran @Brian_O_Reilly If banks lend more, then prices go up further. If interest rates go, even slightly, a lot of people are going to go under"
2021-11-07 11:48:57,,"@Yousafzais_ Economic policy criticism on one side, criticism of IK itself on one and memes on the other

Regarding the meme, we must take into account positive programs under govt. funded, like the #Panahgah program
But yes, food insecurity has never been this bad

https://t.co/SM2gbCxX2o"
2021-11-07 17:55:37,2,I what to buy a car for this year. So I can drive it to college in not take the bus
2021-11-07 18:21:54,,"“Disposable income is the amount of money that households have available for spending and saving after direct taxes (such as Income Tax, National Insurance and Council Tax) have been accounted for.”"
2021-11-07 18:32:54,,"@CWar12 @stardust_mimi @AdamKinzinger 2/ Learn how our monetary system works:
SEVEN DEADLY INNOCENT FRAUDS OF ECONOMIC POLICY
https://t.co/uxiqjlb1bf"
2021-11-07 19:22:53,3,How often does this need to be said ?  Membership of the #EU was the best deal . Anything else is second best  or worse depending on the nature of the #Brexit agreement.  “Making it work” is therefore accepting inevitable economic decline and a lower standard of living.
2021-11-07 20:28:45,3,@lcfcjackk To buy a house (even without a mortgage) usually takes a minimum of a month with all the legal paperwork. What you assume implies that Man Utd would've offered BR the job over a month ago and he excepted.
2021-11-07 20:44:23,3,@Ulibarri2Alex @NBCNews Not the way he did I it.    He also was randomly trying to remove other troops.   Supply chain has zero. To do with economic. policy.  Your ignorance is showing.   Now for the block.   I already bid you ado.
2021-11-07 21:03:10,2,"@Claudio_Report @FerraroMeg @FBI I suppose it's comforting that personally, I have nothing to lose...don't own a home, no kids, most importantly, no money. No one can take what I don't already have. I do, however, feel for everyone that has a lot of something to lose. We're not in a good place as a nation."
2021-11-07 21:20:02,2,"“As a society we need to ask ourselves why putting 50,000 people out of work to maximize corporate profits was apparently acceptable, while saving the last of our #oldgrowth for far fewer job losses is not.” #bcpoli
https://t.co/K9yJfAVFrm"
2021-11-07 21:22:35,2,"@FeiglDingLs “very high incomes” and “very valuable property” are doing a lot of heavy lifting here.

It’s obvious your goal is to get the 99% to fight among themselves, leaving the spoils to those at the very top. 

No one believes you are sincere."
2021-11-07 22:38:54,,@JoeBiden What about us retirees living on fixed incomes that are getting buried under INFLATION
2021-11-07 22:41:54,3,"The Niners Stink. And now I’ve finally realized, the Chargers just flat out stink. I bought into Brandon Staley’s quotes and Herbert but they just stink. Done backing them with my disposable income"
2021-11-07 23:24:43,,"@ClyattGerri @TheLeoTerrell He cut taxes, rebuilt the economy, had the lowest unemployment for minorities in history. He achieved energy independence which kept the cost of fuel low (along with approving the Keystone Pipeline). Record stock market highs, COVID vac record time, secured border."
2021-11-07 23:28:19,2,"@Torquat28352878 Tell that to the people who are unemployed. Widely circulated figure is that for every 1 % increase in unemployment, 37,000 people will die [est 20,000 heart attacks, 920 suicides, 650 homicides, 4,000 state mental hospital admissions and 3,300 state prison admissions].”"
